사고번호,사고일시,요일,시군구,사고내용,사망자수,중상자수,경상자수,부상신고자수,사고유형,법규위반,노면상태,기상상태,도로형태,가해운전자 차종,가해운전자 성별,가해운전자 연령,가해운전자 상해정도,피해운전자 차종,피해운전자 성별,피해운전자 연령,피해운전자 상해정도
2020010100100064,2020년 1월 1일 05시,수요일,서울특별시 강남구 도곡동,사망사고,1,0,0,0,차대사람 - 차도통행중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,63세,상해없음,보행자,여,29세,사망
2020010100100090,2020년 1월 1일 07시,수요일,서울특별시 강남구 논현동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,29세,상해없음,승용,남,41세,경상
2020010100100109,2020년 1월 1일 09시,수요일,서울특별시 강남구 역삼동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,기타 - 기타,승용,남,32세,상해없음,승합,남,48세,경상
2020010100100258,2020년 1월 1일 18시,수요일,서울특별시 강남구 삼성동,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,단일로 - 기타,승용,남,44세,상해없음,보행자,남,42세,경상
2020010100100259,2020년 1월 1일 18시,수요일,서울특별시 강남구 역삼동,경상사고,0,0,5,0,차대차 - 측면충돌,교차로운행방법위반,포장 - 건조,맑음,교차로 - 교차로안,승용,여,47세,상해없음,승용,남,34세,경상
2020010100100333,2020년 1월 1일 21시,수요일,서울특별시 강남구 삼성동,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,기타 - 기타,승용,남,34세,상해없음,보행자,남,80세,경상
2020010100100344,2020년 1월 1일 22시,수요일,서울특별시 강남구 삼성동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승합,남,50세,상해없음,승합,남,51세,경상
2020010200100017,2020년 1월 2일 03시,목요일,서울특별시 강남구 압구정동,경상사고,0,0,2,0,차대차 - 정면충돌,안전운전불이행,포장 - 건조,맑음,기타 - 기타,승용,남,33세,상해없음,승용,남,51세,경상
2020010200100111,2020년 1월 2일 09시,목요일,서울특별시 강남구 역삼동,경상사고,0,0,2,0,차대차 - 추돌,신호위반,포장 - 건조,맑음,교차로 - 교차로안,승용,남,85세,상해없음,승합,남,56세,상해없음
2020010200100134,2020년 1월 2일 10시,목요일,서울특별시 강남구 역삼동,중상사고,0,1,0,0,차대사람 - 기타,보행자보호의무위반,포장 - 건조,맑음,교차로 - 교차로횡단보도내,건설기계,남,55세,상해없음,보행자,여,10세,중상
2020010200100161,2020년 1월 2일 11시,목요일,서울특별시 강남구 역삼동,경상사고,0,0,2,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,이륜,남,41세,경상,승용,남,44세,경상
2020010200100220,2020년 1월 2일 13시,목요일,서울특별시 강남구 역삼동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,여,36세,상해없음,보행자,남,42세,경상
2020010200100315,2020년 1월 2일 16시,목요일,서울특별시 강남구 도곡동,중상사고,0,1,0,0,차대사람 - 기타,보행자보호의무위반,포장 - 건조,맑음,교차로 - 교차로횡단보도내,승합,남,67세,기타불명,보행자,여,20세,중상
2020010200100340,2020년 1월 2일 17시,목요일,서울특별시 강남구 역삼동,경상사고,0,0,2,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승합,남,63세,상해없음,승용,남,38세,경상
2020010200100380,2020년 1월 2일 18시,목요일,서울특별시 강남구 삼성동,중상사고,0,1,0,1,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,30세,부상신고,승용,남,66세,중상
2020010200100447,2020년 1월 2일 19시,목요일,서울특별시 강남구 대치동,중상사고,0,1,0,0,차대차 - 측면충돌,안전거리미확보,포장 - 건조,맑음,교차로 - 교차로안,승용,남,67세,상해없음,승용,남,49세,중상
2020010300100002,2020년 1월 3일 00시,금요일,서울특별시 강남구 압구정동,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 교량,승용,남,55세,상해없음,승용,남,50세,경상
2020010300100014,2020년 1월 3일 01시,금요일,서울특별시 강남구 청담동,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,46세,상해없음,승용,남,65세,경상
2020010300100116,2020년 1월 3일 09시,금요일,서울특별시 강남구 도곡동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,37세,상해없음,승용,남,39세,경상
2020010300100142,2020년 1월 3일 10시,금요일,서울특별시 강남구 도곡동,경상사고,0,0,1,0,차대차 - 기타,교차로운행방법위반,포장 - 건조,맑음,교차로 - 교차로안,승용,여,56세,상해없음,승용,남,60세,경상
2020010300100266,2020년 1월 3일 14시,금요일,서울특별시 강남구 삼성동,중상사고,0,1,2,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,42세,상해없음,승용,남,33세,중상
2020010300100384,2020년 1월 3일 17시,금요일,서울특별시 강남구 대치동,경상사고,0,0,1,0,차대사람 - 길가장자리구역통행중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,여,56세,상해없음,보행자,여,33세,경상
2020010300100413,2020년 1월 3일 18시,금요일,서울특별시 강남구 신사동,중상사고,0,2,0,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,31세,상해없음,승용,남,43세,중상
2020010300100472,2020년 1월 3일 19시,금요일,서울특별시 강남구 청담동,경상사고,0,0,1,0,차대차 - 기타,직진우회전진행방해,포장 - 건조,기타,교차로 - 교차로안,이륜,남,43세,경상,승용,남,33세,상해없음
2020010300100552,2020년 1월 3일 21시,금요일,서울특별시 강남구 청담동,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,단일로 - 기타,승용,남,64세,상해없음,보행자,남,34세,중상
2020010400100017,2020년 1월 4일 01시,토요일,서울특별시 강남구 역삼동,경상사고,0,0,1,0,차대차 - 측면충돌,신호위반,포장 - 건조,맑음,교차로 - 교차로안,이륜,남,32세,상해없음,승용,남,68세,상해없음
2020010400100046,2020년 1월 4일 03시,토요일,서울특별시 강남구 논현동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,여,42세,상해없음,승용,남,66세,경상
2020010400100107,2020년 1월 4일 08시,토요일,서울특별시 강남구 논현동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,33세,상해없음,승용,남,38세,경상
2020010400100119,2020년 1월 4일 09시,토요일,서울특별시 강남구 삼성동,중상사고,0,1,0,0,차대차 - 측면충돌,신호위반,포장 - 건조,맑음,기타 - 기타,승용,여,69세,상해없음,승용,남,36세,중상
2020010400100167,2020년 1월 4일 11시,토요일,서울특별시 강남구 대치동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,여,47세,상해없음,보행자,여,67세,중상
2020010400100313,2020년 1월 4일 16시,토요일,서울특별시 강남구 개포동,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,교차로 - 교차로횡단보도내,이륜,남,17세,상해없음,보행자,여,67세,중상
2020010400100348,2020년 1월 4일 17시,토요일,서울특별시 강남구 신사동,경상사고,0,0,1,0,차대차 - 기타,안전거리미확보,포장 - 건조,맑음,기타 - 기타,승용,남,31세,경상,승용,여,30세,상해없음
2020010400100349,2020년 1월 4일 17시,토요일,서울특별시 강남구 개포동,경상사고,0,0,1,0,차량단독 - 기타,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,69세,상해없음,,,,
2020010400100385,2020년 1월 4일 18시,토요일,서울특별시 강남구 역삼동,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,단일로 - 기타,승용,남,29세,상해없음,보행자,남,53세,중상
2020010400100414,2020년 1월 4일 19시,토요일,서울특별시 강남구 삼성동,경상사고,0,0,2,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,여,55세,상해없음,승용,남,47세,경상
2020010400100439,2020년 1월 4일 20시,토요일,서울특별시 강남구 도곡동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,기타,교차로 - 교차로안,승용,여,50세,상해없음,이륜,남,41세,경상
2020010400100494,2020년 1월 4일 22시,토요일,서울특별시 강남구 논현동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,기타,단일로 - 기타,승용,남,44세,상해없음,보행자,남,57세,경상
2020010500100046,2020년 1월 5일 04시,일요일,서울특별시 강남구 개포동,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,23세,상해없음,승용,남,33세,경상
2020010500100081,2020년 1월 5일 08시,일요일,서울특별시 강남구 도곡동,중상사고,0,1,0,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,69세,상해없음,승용,남,34세,중상
2020010500100113,2020년 1월 5일 10시,일요일,서울특별시 강남구 역삼동,중상사고,0,1,4,0,차대차 - 정면충돌,중앙선침범,포장 - 건조,맑음,단일로 - 기타,이륜,남,43세,상해없음,승용,여,49세,경상
2020010500100266,2020년 1월 5일 16시,일요일,서울특별시 강남구 청담동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,기타 - 기타,승용,여,37세,경상,승용,남,30세,상해없음
2020010500100345,2020년 1월 5일 19시,일요일,서울특별시 강남구 역삼동,부상신고사고,0,0,0,1,차대차 - 기타,직진우회전진행방해,포장 - 건조,맑음,교차로 - 교차로안,이륜,남,16세,부상신고,기타불명,기타불명,미분류,기타불명
2020010600100143,2020년 1월 6일 10시,월요일,서울특별시 강남구 논현동,경상사고,0,0,3,0,차대차 - 측면충돌,안전운전불이행,포장 - 젖음/습기,비,단일로 - 기타,승용,남,31세,상해없음,승용,남,40세,경상
2020010600100144,2020년 1월 6일 10시,월요일,서울특별시 강남구 역삼동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,포장 - 기타,맑음,단일로 - 기타,승용,남,34세,상해없음,화물,남,54세,경상
2020010600100169,2020년 1월 6일 11시,월요일,서울특별시 강남구 논현동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,화물,남,64세,상해없음,승용,남,48세,경상
2020010600100295,2020년 1월 6일 15시,월요일,서울특별시 강남구 삼성동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,38세,상해없음,이륜,남,32세,경상
2020010600100322,2020년 1월 6일 16시,월요일,서울특별시 강남구 청담동,경상사고,0,0,1,0,차대차 - 기타,교차로운행방법위반,포장 - 젖음/습기,비,교차로 - 교차로부근,승용,여,21세,상해없음,승용,남,41세,경상
2020010600100326,2020년 1월 6일 16시,월요일,서울특별시 강남구 수서동,부상신고사고,0,0,0,1,차대차 - 기타,안전운전불이행,포장 - 젖음/습기,비,교차로 - 교차로안,원동기,남,41세,부상신고,승용,남,29세,상해없음
2020010600100424,2020년 1월 6일 18시,월요일,서울특별시 강남구 신사동,경상사고,0,0,1,0,차대차 - 기타,안전거리미확보,포장 - 젖음/습기,비,단일로 - 기타,승합,남,28세,상해없음,이륜,남,37세,경상
2020010600100430,2020년 1월 6일 18시,월요일,서울특별시 강남구 자곡동,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,포장 - 젖음/습기,비,단일로 - 기타,화물,남,72세,상해없음,승용,남,40세,경상
2020010600100431,2020년 1월 6일 18시,월요일,서울특별시 강남구 개포동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,포장 - 젖음/습기,흐림,교차로 - 교차로안,승용,남,31세,상해없음,승용,남,37세,경상
2020010600100432,2020년 1월 6일 18시,월요일,서울특별시 강남구 도곡동,중상사고,0,2,0,0,차대차 - 측면충돌,교차로운행방법위반,포장 - 젖음/습기,비,교차로 - 교차로안,승용,남,34세,상해없음,승용,남,47세,중상
2020010600100552,2020년 1월 6일 20시,월요일,서울특별시 강남구 삼성동,중상사고,0,1,0,0,차대차 - 추돌,안전운전불이행,포장 - 젖음/습기,흐림,단일로 - 기타,화물,남,49세,상해없음,승용,여,51세,중상
2020010600100553,2020년 1월 6일 20시,월요일,서울특별시 강남구 청담동,중상사고,0,1,0,0,차대차 - 측면충돌,안전운전불이행,포장 - 젖음/습기,비,단일로 - 기타,승용,남,38세,상해없음,승용,남,61세,중상
2020010600100557,2020년 1월 6일 20시,월요일,서울특별시 강남구 수서동,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 젖음/습기,비,교차로 - 교차로횡단보도내,승용,남,63세,상해없음,보행자,여,74세,중상
2020010600100631,2020년 1월 6일 22시,월요일,서울특별시 강남구 일원동,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 젖음/습기,비,교차로 - 교차로부근,승용,남,45세,상해없음,보행자,여,18세,중상
2020010600100657,2020년 1월 6일 23시,월요일,서울특별시 강남구 역삼동,부상신고사고,0,0,0,1,차대차 - 추돌,안전운전불이행,포장 - 젖음/습기,비,단일로 - 기타,승용,여,33세,상해없음,승용,남,58세,부상신고
2020010700100002,2020년 1월 7일 00시,화요일,서울특별시 강남구 청담동,중상사고,0,2,2,1,차대차 - 기타,과속,포장 - 젖음/습기,비,단일로 - 기타,승용,남,62세,부상신고,승용,남,51세,중상
2020010700100004,2020년 1월 7일 00시,화요일,서울특별시 강남구 도곡동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,포장 - 젖음/습기,비,교차로 - 교차로안,승용,남,60세,상해없음,보행자,남,57세,중상
2020010700100042,2020년 1월 7일 04시,화요일,서울특별시 강남구 논현동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,포장 - 젖음/습기,비,교차로 - 교차로부근,승용,남,25세,상해없음,승용,남,70세,경상
2020010700100215,2020년 1월 7일 11시,화요일,서울특별시 강남구 삼성동,중상사고,0,1,0,0,차대차 - 기타,교차로운행방법위반,포장 - 젖음/습기,비,교차로 - 교차로부근,승용,여,45세,상해없음,이륜,남,50세,중상
2020010700100243,2020년 1월 7일 12시,화요일,서울특별시 강남구 논현동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 젖음/습기,비,단일로 - 기타,승용,여,39세,상해없음,보행자,여,34세,경상
2020010700100271,2020년 1월 7일 13시,화요일,서울특별시 강남구 삼성동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,여,55세,상해없음,보행자,여,46세,경상
2020010700100383,2020년 1월 7일 17시,화요일,서울특별시 강남구 신사동,경상사고,0,0,1,0,차대차 - 기타,안전거리미확보,포장 - 젖음/습기,비,단일로 - 기타,승용,남,31세,상해없음,승용,남,61세,경상
2020010700100467,2020년 1월 7일 18시,화요일,서울특별시 강남구 대치동,중상사고,0,1,1,0,차대차 - 추돌,안전운전불이행,포장 - 젖음/습기,비,단일로 - 기타,승용,여,53세,상해없음,승용,남,54세,중상
2020010700100531,2020년 1월 7일 19시,화요일,서울특별시 강남구 역삼동,경상사고,0,0,3,0,차대차 - 기타,안전운전불이행,포장 - 젖음/습기,비,기타 - 기타,승용,여,39세,경상,승용,남,33세,경상
2020010700100533,2020년 1월 7일 19시,화요일,서울특별시 강남구 대치동,중상사고,0,1,2,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,여,44세,경상,승용,여,57세,중상
2020010700100597,2020년 1월 7일 20시,화요일,서울특별시 강남구 대치동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,42세,상해없음,보행자,남,61세,경상
2020010700100651,2020년 1월 7일 21시,화요일,서울특별시 강남구 일원동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,포장 - 젖음/습기,비,단일로 - 교량,승용,남,20세,경상,승용,남,45세,상해없음
2020010700100701,2020년 1월 7일 22시,화요일,서울특별시 강남구 신사동,경상사고,0,0,1,0,차대차 - 기타,안전거리미확보,포장 - 젖음/습기,비,단일로 - 기타,승용,여,69세,상해없음,승용,남,30세,경상
2020010700100708,2020년 1월 7일 22시,화요일,서울특별시 강남구 역삼동,경상사고,0,0,1,0,차대차 - 기타,신호위반,포장 - 젖음/습기,비,교차로 - 교차로부근,승용,남,25세,상해없음,승용,남,54세,경상
2020010800100033,2020년 1월 8일 02시,수요일,서울특별시 강남구 압구정동,중상사고,0,1,1,0,차대차 - 기타,안전운전불이행,포장 - 젖음/습기,비,단일로 - 교량,승용,남,41세,중상,승용,남,46세,경상
2020010800100219,2020년 1월 8일 11시,수요일,서울특별시 강남구 역삼동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,55세,상해없음,보행자,남,65세,중상
2020010800100488,2020년 1월 8일 19시,수요일,서울특별시 강남구 논현동,경상사고,0,0,1,0,차대사람 - 길가장자리구역통행중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,28세,상해없음,보행자,남,33세,경상
2020010800100588,2020년 1월 8일 23시,수요일,서울특별시 강남구 논현동,경상사고,0,0,2,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,남,58세,상해없음,승용,여,31세,경상
2020010900100023,2020년 1월 9일 03시,목요일,서울특별시 강남구 역삼동,중상사고,0,2,0,0,차대차 - 기타,신호위반,포장 - 건조,맑음,교차로 - 교차로안,승용,남,25세,상해없음,화물,남,57세,중상
2020010900100063,2020년 1월 9일 07시,목요일,서울특별시 강남구 논현동,경상사고,0,0,1,0,차대차 - 기타,차로위반,포장 - 건조,맑음,단일로 - 기타,승용,남,61세,상해없음,승합,남,32세,경상
2020010900100213,2020년 1월 9일 13시,목요일,서울특별시 강남구 신사동,중상사고,0,1,0,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,67세,상해없음,승용,남,27세,중상
2020010900100379,2020년 1월 9일 18시,목요일,서울특별시 강남구 역삼동,경상사고,0,0,1,0,차대차 - 측면충돌,교차로운행방법위반,포장 - 건조,맑음,교차로 - 교차로안,원동기,남,34세,경상,승용,여,42세,상해없음
2020010900100386,2020년 1월 9일 18시,목요일,서울특별시 강남구 도곡동,부상신고사고,0,0,0,1,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,남,33세,부상신고,승용,여,49세,상해없음
2020010900100387,2020년 1월 9일 18시,목요일,서울특별시 강남구 도곡동,경상사고,0,0,1,0,차대차 - 측면충돌,신호위반,포장 - 건조,맑음,교차로 - 교차로안,승용,남,58세,상해없음,승용,남,39세,경상
2020010900100443,2020년 1월 9일 19시,목요일,서울특별시 강남구 논현동,경상사고,0,0,1,0,차대차 - 기타,안전거리미확보,포장 - 건조,맑음,단일로 - 기타,승용,남,67세,상해없음,승용,여,36세,경상
2020010900100450,2020년 1월 9일 19시,목요일,서울특별시 강남구 역삼동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,48세,상해없음,보행자,남,43세,경상
2020010900100478,2020년 1월 9일 20시,목요일,서울특별시 강남구 논현동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,포장 - 기타,맑음,교차로 - 교차로부근,승용,여,37세,상해없음,승용,남,55세,경상
2020010900100526,2020년 1월 9일 22시,목요일,서울특별시 강남구 논현동,경상사고,0,0,2,0,차대차 - 정면충돌,신호위반,포장 - 건조,맑음,교차로 - 교차로안,승용,남,35세,상해없음,승용,남,34세,경상
2020011000100024,2020년 1월 10일 02시,금요일,서울특별시 강남구 대치동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,기타,단일로 - 기타,화물,남,60세,상해없음,보행자,남,34세,경상
2020011000100034,2020년 1월 10일 03시,금요일,서울특별시 강남구 논현동,경상사고,0,0,2,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 지하차도(도로)내,승용,남,38세,상해없음,승용,남,70세,경상
2020011000100042,2020년 1월 10일 04시,금요일,서울특별시 강남구 수서동,사망사고,1,0,0,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,화물,남,35세,상해없음,보행자,여,84세,사망
2020011000100304,2020년 1월 10일 14시,금요일,서울특별시 강남구 청담동,경상사고,0,0,1,0,차대차 - 측면충돌,차로위반,포장 - 건조,맑음,단일로 - 기타,승용,여,31세,상해없음,승용,여,45세,경상
2020011000100306,2020년 1월 10일 14시,금요일,서울특별시 강남구 역삼동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,남,35세,상해없음,이륜,남,41세,경상
2020011000100338,2020년 1월 10일 15시,금요일,서울특별시 강남구 논현동,경상사고,0,0,2,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,남,28세,경상,승용,남,57세,경상
2020011000100372,2020년 1월 10일 16시,금요일,서울특별시 강남구 논현동,중상사고,0,1,0,0,차대차 - 측면충돌,신호위반,포장 - 건조,맑음,기타 - 기타,승용,여,40세,상해없음,이륜,여,55세,중상
2020011000100377,2020년 1월 10일 16시,금요일,서울특별시 강남구 대치동,중상사고,0,1,0,1,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,64세,부상신고,화물,남,47세,상해없음
2020011000100409,2020년 1월 10일 17시,금요일,서울특별시 강남구 역삼동,부상신고사고,0,0,0,1,차대사람 - 길가장자리구역통행중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,여,37세,상해없음,보행자,남,22세,부상신고
2020011000100440,2020년 1월 10일 18시,금요일,서울특별시 강남구 도곡동,부상신고사고,0,0,0,1,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,남,72세,상해없음,개인형이동수단(PM),여,21세,부상신고
2020011000100500,2020년 1월 10일 19시,금요일,서울특별시 강남구 역삼동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,25세,상해없음,보행자,여,24세,경상
2020011000100501,2020년 1월 10일 19시,금요일,서울특별시 강남구 역삼동,경상사고,0,0,3,1,차대차 - 기타,교차로운행방법위반,포장 - 건조,맑음,단일로 - 기타,승용,남,37세,경상,승용,남,66세,경상
2020011000100505,2020년 1월 10일 19시,금요일,서울특별시 강남구 자곡동,부상신고사고,0,0,0,1,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,이륜,남,44세,부상신고,승용,남,60세,상해없음
2020011000100535,2020년 1월 10일 20시,금요일,서울특별시 강남구 논현동,경상사고,0,0,1,0,차대차 - 기타,안전거리미확보,포장 - 건조,맑음,단일로 - 기타,승용,남,26세,상해없음,승용,남,25세,경상
2020011000100538,2020년 1월 10일 20시,금요일,서울특별시 강남구 역삼동,부상신고사고,0,0,0,1,차대차 - 측면충돌,차로위반,포장 - 건조,맑음,단일로 - 기타,자전거,남,67세,부상신고,승용,여,37세,상해없음
2020011100100004,2020년 1월 11일 00시,토요일,서울특별시 강남구 도곡동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,포장 - 건조,기타,교차로 - 교차로부근,승용,남,30세,상해없음,승용,남,51세,경상
2020011100100094,2020년 1월 11일 08시,토요일,서울특별시 강남구 삼성동,경상사고,0,0,1,0,차대차 - 후진중충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,42세,상해없음,승용,남,25세,경상
2020011100100110,2020년 1월 11일 09시,토요일,서울특별시 강남구 압구정동,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,교차로 - 교차로안,승용,여,44세,상해없음,보행자,남,56세,중상
2020011100100169,2020년 1월 11일 11시,토요일,서울특별시 강남구 압구정동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,70세,상해없음,승용,여,28세,경상
2020011100100205,2020년 1월 11일 12시,토요일,서울특별시 강남구 수서동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,63세,상해없음,승용,남,42세,경상
2020011100100242,2020년 1월 11일 13시,토요일,서울특별시 강남구 삼성동,경상사고,0,0,1,0,차대차 - 측면충돌,차로위반,포장 - 건조,맑음,단일로 - 기타,건설기계,남,28세,상해없음,승용,여,27세,경상
2020011100100243,2020년 1월 11일 13시,토요일,서울특별시 강남구 논현동,경상사고,0,0,4,0,차대차 - 기타,신호위반,포장 - 건조,맑음,교차로 - 교차로안,승용,남,69세,상해없음,승용,남,67세,상해없음
2020011100100340,2020년 1월 11일 16시,토요일,서울특별시 강남구 개포동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 터널,승용,남,30세,상해없음,승용,여,60세,경상
2020011100100455,2020년 1월 11일 19시,토요일,서울특별시 강남구 삼성동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,63세,상해없음,승용,남,57세,상해없음
2020011100100458,2020년 1월 11일 19시,토요일,서울특별시 강남구 세곡동,경상사고,0,0,2,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,이륜,남,36세,경상,승용,여,52세,경상
2020011200100034,2020년 1월 12일 02시,일요일,서울특별시 강남구 역삼동,중상사고,0,1,1,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,23세,상해없음,승용,남,59세,중상
2020011200100054,2020년 1월 12일 05시,일요일,서울특별시 강남구 논현동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,남,34세,상해없음,승용,남,60세,경상
2020011200100117,2020년 1월 12일 11시,일요일,서울특별시 강남구 대치동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,자전거,남,13세,경상,승용,남,50세,상해없음
2020011200100153,2020년 1월 12일 13시,일요일,서울특별시 강남구 도곡동,중상사고,0,1,0,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승합,남,34세,상해없음,승용,남,41세,중상
2020011200100256,2020년 1월 12일 17시,일요일,서울특별시 강남구 청담동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,여,22세,상해없음,승합,남,43세,경상
2020011200100334,2020년 1월 12일 20시,일요일,서울특별시 강남구 역삼동,경상사고,0,0,1,0,차대사람 - 길가장자리구역통행중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,기타불명,남,44세,상해없음,보행자,여,33세,경상
2020011300100018,2020년 1월 13일 04시,월요일,서울특별시 강남구 역삼동,경상사고,0,0,3,0,차대차 - 기타,불법유턴,포장 - 건조,맑음,단일로 - 기타,화물,남,48세,상해없음,승용,남,25세,경상
2020011300100045,2020년 1월 13일 07시,월요일,서울특별시 강남구 도곡동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,여,45세,상해없음,화물,남,51세,상해없음
